bot,user,timestamp,namespace,title,comment,length_old,length_new,revision_old,revision_new
False,Graywalls,1731529966,1,Talk:Breyers,/* Proposed references */ Reply,51031,51372,1257210431,1257211034
False,Ocaasi,1731529964,4,Wikipedia:Community response to Asian News International vs. Wikimedia Foundation,Reverted 1 edit by [[Special:Contributions/2409:40E3:103D:8274:D9A9:8FA1:ED7F:C05E|2409:40E3:103D:8274:D9A9:8FA1:ED7F:C05E]] ([[User talk:2409:40E3:103D:8274:D9A9:8FA1:ED7F:C05E|talk]]) to last revision by Ocaasi,54442,53187,1257210541,1257211026
True,AnomieBOT,1731529972,4,Wikipedia:WikiProject Deletion sorting/Football/archive 3,Archiving closed XfDs from [[Wikipedia:WikiProject Deletion sorting/Football]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]),189562,189700,1257110835,1257211055
True,Cewbot,1731529972,1,Talk:Dick Becker,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),228,216,1206214557,1257211052
True,Cewbot,1731529969,1,Talk:Jamie Beddard,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),318,306,1206216021,1257211045
True,Cewbot,1731529975,1,Talk:Tristan Beck,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),334,325,1206213804,1257211061
True,Citation bot,1731529984,0,Dogaressa Elena,Altered title. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Whoop whoop pull up | [[Category:Dogaressas of Venice]] | #UCB_Category 7/35,2397,2397,1238675921,1257211095
False,TenPoundHammer,1731529978,5,Wikipedia talk:WikiProject Music,/* Question on Blackhawk (band) */ new section,42609,43108,1256872015,1257211073
False,Nisf,1731529977,0,Mother Goose and Grimm (TV series),,5748,5766,1245956498,1257211065
False,EcfcFan96,1731529973,0,2024–25 Exeter City F.C. season,/* In */,76118,76091,1257190437,1257211063
True,InceptionBot,1731529982,2,User:InceptionBot/NewPageSearch/Herpetology/log,most recent scoring,826,639,1257025605,1257211090
True,GreenC bot,1731529975,0,A Little Kiss,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],39911,39915,1243356590,1257211060
False,Jmg38,1731529978,0,Static Media,/* Owned or associated websites */ add owned site,15952,15993,1257208136,1257211067
True,Cewbot,1731529978,1,Talk:Lengissa Bedane,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),327,316,1206402858,1257211074
False,HitroMilanese,1731529967,2,User:HitroMilanese/AfC log,Logging decline of [[User:Olya Obreikova/sandbox]] ([[WP:AFCH|AFCH]]),261107,261229,1257210081,1257211054
True,GreenC bot,1731529977,0,A Little Late with Lilly Singh,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],52169,52168,1255622304,1257211076
True,Cewbot,1731529981,1,Talk:Frank Beermann,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),583,572,1206218949,1257211087
True,Cewbot,1731529984,1,Talk:Aleksandra Bechtel,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),210,200,1206213020,1257211097
True,InceptionBot,1731529981,2,User:AlexNewArtBot/HerpetologySearchResult,"most recent results, added 1, removed 1, total 42",17918,18094,1257025602,1257211088
True,GreenC bot,1731529982,0,All Hour Cymbals,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],5749,5746,1233980808,1257211093
False,24.234.92.30,1731529978,3,User talk:24.234.92.30,/* November 2024 */ Reply,3284,3581,1257196058,1257211069
False,Simeon,1731529979,15,Category talk:Jamaican comedians,[[Wikipedia:WikiProject|WikiProject]] tagging,121,137,1206286593,1257211077
True,GreenC bot,1731529980,0,'Allelujah! Don't Bend! Ascend!,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],17216,17212,1255329655,1257211084
False,Leelanauewing,1731529983,0,2024–25 Idaho State Bengals men's basketball team,/* Offseason */,29225,29333,1257110918,1257211092
False,Picantho,1731529987,0,R. Donahue Peebles,link [[Katrina Peebles]]; cleaned up using [[WP:AutoEd|AutoEd]],43632,43592,1255642017,1257211105
True,Cewbot,1731529990,1,Talk:Emilie Beckmann,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),278,267,1206215350,1257211111
False,Hlmrjk,1731529989,0,"Balmoral railway station, New South Wales",expanded infobox and improved intro paragraph,2603,2913,1183139223,1257211110
True,GreenC bot,1731529984,0,All I Ever Wanted (album),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],89764,89760,1244943663,1257211102
True,Cewbot,1731529987,1,Talk:Félix Bécquer,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),314,303,1206216035,1257211104
True,AnomieBOT,1731529989,4,Wikipedia:WikiProject Deletion sorting/Hinduism,[[Wikipedia:WikiProject Deletion sorting/Hinduism/archive|Archiving closed XfDs]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]): [[Wikipedia:Articles for deletion/Changu Narayan Temple]],621,563,1255774800,1257211109
True,GreenC bot,1731529994,0,All the Time in the World (book),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],4932,4930,1240340650,1257211127
False,Simeon,1731529993,15,Category talk:Jordanian comedians,[[Wikipedia:WikiProject|WikiProject]] tagging,105,121,1206286773,1257211117
True,GreenC bot,1731529996,0,All things,Move 3 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],29590,29581,1247530988,1257211130
True,GreenC bot,1731529988,0,Allison Iraheta,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],60434,60444,1245750075,1257211108
True,Cewbot,1731529996,1,Talk:Pat Beckford,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 6 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),359,348,1206215355,1257211132
False,50.93.252.5,1731529991,0,Kelly Morrison,"/* Early life, education, and career */ changed formatting of the Blake school reference",14452,14452,1257210774,1257211112
True,GreenC bot,1731529993,0,All Souls (The X-Files),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],17235,17226,1239477367,1257211119
True,GreenC bot,1731529990,0,All I Want Is You (album),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],24329,24325,1238931716,1257211114
False,2001:8003:2413:C700:8DCF:D824:DED1:1F35,1731529993,118,Draft:CP 44,,725,722,1257209885,1257211120
True,Cewbot,1731529993,1,Talk:Alessandro Bega,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),229,218,1206219597,1257211121
False,Zefr,1731529993,1,Talk:Breyers,/* Proposed references */ ce,51372,51396,1257211034,1257211126
True,Cewbot,1731530005,1,Talk:Alessandra Becatti,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),227,216,1206212331,1257211167
True,GreenC bot,1731529998,0,All This and Heaven Too (album),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],9014,9010,1246053052,1257211135
True,Cewbot,1731529999,1,Talk:Kebede Bedasso,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),317,306,1206216046,1257211140
True,AnomieBOT,1731530000,4,Wikipedia:WikiProject Deletion sorting/Hinduism/archive,Archiving closed XfDs from [[Wikipedia:WikiProject Deletion sorting/Hinduism]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]),195539,195691,1253864386,1257211142
True,Cewbot,1731530002,1,Talk:Pennelope Beckles,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),261,249,1213897397,1257211152
False,2600:1700:4050:3A40:18C2:A25:B250:312,1731530003,0,J. C. Dykes and the Infernos,/* Inferno #1 (Curtis Smith) */,17259,17166,1257210935,1257211155
True,GreenC bot,1731530001,0,Almighty Thor,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],6617,6616,1246639981,1257211148
True,GreenC bot,1731529999,0,All We Love We Leave Behind,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],24286,24281,1249184495,1257211143
True,GreenC bot,1731530003,0,Alpha (The X-Files),Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],16392,16395,1217298073,1257211160
False,Astirmays,1731530009,0,Humanist minuscule,Handwriting script,9245,9202,1255083761,1257211179
False,WikiWriter1423,1731530010,0,Garihanna Jean-Louis,,7132,7572,1257210923,1257211183
True,GreenC bot,1731530009,0,A Man Without Honor,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],10332,10346,1238299114,1257211181
False,Graywalls,1731530008,1,Talk:Breyers,/* Proposed references */,51396,51521,1257211126,1257211180
True,Cewbot,1731530009,1,Talk:Gavin Becker,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),247,235,1206214567,1257211178
True,GreenC bot,1731530011,0,Amelie Gillette,Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],5225,5209,1229479822,1257211186
True,Cewbot,1731530014,1,Talk:Herbert Beck,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),235,223,1206213807,1257211196
True,GreenC bot,1731530007,0,Alyssa Edwards,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],39742,39756,1254039581,1257211175
True,Cewbot,1731530011,1,"Talk:Timo Becker (footballer, born 1989)",[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),259,247,1206214572,1257211187
True,GreenC bot,1731530012,0,America 2-Night,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],3879,3876,1231056644,1257211190
True,GreenC bot,1731530014,0,American Central Dust,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],10870,10867,1245084643,1257211198
False,Gog the Mild,1731530011,0,"Breton Civil War, 1341",GAN copy edits,20393,20433,1257208877,1257211184
True,GreenC bot,1731530005,0,Alpocalypse,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],40434,40429,1257032424,1257211170
False,JuniorMrBean,1731530014,0,Ramandeep Singh (cricketer),,5600,5604,1257211010,1257211197
True,GreenC bot,1731530024,0,American Life (song),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],66901,66897,1243268905,1257211221
False,Billion Editz,1731530014,0,Superman (2025 film),/* Cast */,150501,150927,1256943089,1257211192
True,GreenC bot,1731530016,0,American Dream (LCD Soundsystem album),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],94209,94210,1253237335,1257211208
True,Cewbot,1731530020,1,Talk:Betsy Becker,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),726,714,1206214575,1257211211
True,GreenC bot,1731530020,0,American Gangster (album),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],37489,37486,1245084692,1257211212
False,Meleager91,1731530030,0,Judith Jamison,minor ce,34175,34166,1257210805,1257211238
True,Cewbot,1731530023,1,Talk:Christine Béchard,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 6 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),364,353,1206213031,1257211217
True,Cewbot,1731530029,1,Talk:Idalija Bėčienė,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),281,272,1206213033,1257211239
True,GreenC bot,1731530029,0,Amok Time,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],19940,19946,1250805629,1257211236
False,Mugsalot,1731530025,0,Cizre,Removed superfluous content,95631,95445,1252656499,1257211222
True,GreenC bot,1731530026,0,Amity Gaige,Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],12580,12558,1254671607,1257211227
True,AnomieBOT,1731530017,4,Wikipedia:WikiProject Deletion sorting/India,[[Wikipedia:WikiProject Deletion sorting/India/archive 4|Archiving closed XfDs]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]): [[Wikipedia:Articles for deletion/Groww (3rd nomination)]],6660,6601,1257188819,1257211207
False,Simeon,1731530032,15,Category talk:Lebanese comedians,[[Wikipedia:WikiProject|WikiProject]] tagging,106,122,1206287869,1257211246
True,InceptionBot,1731530034,2,User:InceptionBot/NewPageSearch/Highways/log,most recent scoring,2602,1558,1257025733,1257211255
True,Cewbot,1731530026,1,Talk:Eliane Becks Nininahazwe,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 6 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),362,353,1218222260,1257211225
True,Cewbot,1731530017,1,Talk:Matthew Beckenham,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),332,321,1206213812,1257211206
True,Cewbot,1731530032,1,Talk:Katja Wüstenfeld,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),317,306,1210858283,1257211249
True,GreenC bot,1731530022,0,American Gong,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],6356,6353,1218426775,1257211214
True,GreenC bot,1731530030,0,Amputechture,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],24102,24109,1255604748,1257211243
True,Cewbot,1731530035,1,Talk:Rebecca Beeson,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),307,298,1206218971,1257211264
True,GreenC bot,1731530034,0,Amy Heckerling,Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],33742,33720,1252663424,1257211259
True,GreenC bot,1731530039,0,Anamanaguchi,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],42865,42863,1254289354,1257211278
False,AnomieBOT,1731530039,0,PP-143 Sheikhupura-VIII,"Rescuing orphaned refs (""Candidate status"" from rev 1257177790)",3622,3708,1257190545,1257211277
True,AnomieBOT,1731530027,4,Wikipedia:WikiProject Deletion sorting/India/archive 4,Archiving closed XfDs from [[Wikipedia:WikiProject Deletion sorting/India]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]),799640,799797,1257110973,1257211235
True,Cewbot,1731530038,1,Talk:Héctor Becerra,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),258,246,1206213038,1257211272
False,190.25.239.78,1731530040,0,Interior Chinatown (TV series),/* Release */,20282,20335,1255612120,1257211284
True,Cewbot,1731530041,1,Talk:Amarjeet Singh Bedi,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),532,523,1206216786,1257211290
True,InceptionBot,1731530033,2,User:AlexNewArtBot/HighwaysSearchResult,"most recent results, added 3, removed 7, total 80",34361,32889,1257025730,1257211252
False,Jaylenalg,1731530039,3,User talk:Jaylenalg/talk page tutorial,automatic post as part of sandbox guided tour,262,502,1257211257,1257211276
True,AnomieBOT,1731530037,4,Wikipedia:WikiProject Deletion sorting/Internet,[[Wikipedia:WikiProject Deletion sorting/Internet/archive 2|Archiving closed XfDs]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]): [[Wikipedia:Articles for deletion/Rahul Malodia]],1113,1063,1257203154,1257211269
True,GreenC bot,1731530036,0,Amy Pond,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],61832,61828,1254728114,1257211268
True,GreenC bot,1731530041,0,Anamnesis (Millennium),Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],10666,10672,1238344852,1257211285
True,GreenC bot,1731530045,0,And in the End...,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],17531,17527,1255046972,1257211298
True,GreenC bot,1731530049,0,Andrew Gold,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],64427,64423,1255523360,1257211310
True,Cewbot,1731530051,1,Talk:Colin Beecher,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),238,226,1206217553,1257211314
True,Cewbot,1731530053,1,Talk:Ben Beecroft,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),235,223,1206218225,1257211324
True,Cewbot,1731530044,1,Talk:Eric Beddows,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),288,277,1206216052,1257211297
True,GreenC bot,1731530053,0,And Those We've Left Behind,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],14603,14607,1234193359,1257211320
True,Cewbot,1731530047,1,Talk:Matúš Begala,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),218,206,1206219607,1257211304
True,InceptionBot,1731530049,2,User:InceptionBot/NewPageSearch/Hinduism/log,most recent scoring,3827,4463,1257025774,1257211307
True,GreenC bot,1731530047,0,Andrea (The Walking Dead),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],75048,75061,1248335624,1257211303
True,InceptionBot,1731530047,2,User:AlexNewArtBot/HinduismSearchResult,"most recent results, added 28, removed 16, total 244",96092,102593,1257025771,1257211306
True,GreenC bot,1731530043,0,Anasazi (The X-Files),Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],18003,17981,1236431942,1257211293
True,AnomieBOT,1731530047,4,Wikipedia:WikiProject Deletion sorting/Internet/archive 2,Archiving closed XfDs from [[Wikipedia:WikiProject Deletion sorting/Internet]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]),30557,30700,1256926601,1257211299
True,GreenC bot,1731530051,0,And Then There Were Fewer,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],27054,27049,1257178592,1257211317
True,Cewbot,1731530056,1,Talk:Dominique Béchard,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),293,282,1206213048,1257211339
False,182.182.93.156,1731530060,0,Noor-e-Zindagi,Link,5166,5423,1257210734,1257211355
True,InceptionBot,1731530063,2,User:InceptionBot/NewPageSearch/HongKong/log,most recent scoring,1087,1832,1257025818,1257211364
True,Cewbot,1731530062,1,Talk:Franziska Becskehazy,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),341,330,1206216065,1257211362
False,Jmg38,1731530056,0,Static Media,/* Owned or associated websites */ alphabetical,15993,15993,1257211067,1257211332
True,GreenC bot,1731530059,0,Andy Dwyer,Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],25483,25517,1240338276,1257211351
True,Cewbot,1731530060,1,Talk:Runald Beckman,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),276,265,1206215376,1257211353
False,Nisf,1731530054,0,Pandamonium (TV series),,6305,6309,1243791372,1257211325
True,GreenC bot,1731530055,0,Andy and April's Fancy Party,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],29737,29754,1251545601,1257211331
False,Graywalls,1731530056,1,Talk:Breyers,/* Proposed references */ expand,51521,51594,1257211180,1257211342
True,InceptionBot,1731530062,2,User:AlexNewArtBot/HongKongSearchResult,"most recent results, added 9, removed 11, total 82",34831,34099,1257025816,1257211360
True,GreenC bot,1731530056,0,Andy Daly,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],21571,21567,1253642303,1257211343
True,AnomieBOT,1731530057,4,Wikipedia:WikiProject Deletion sorting/Japan,[[Wikipedia:WikiProject Deletion sorting/Japan/archive|Archiving closed XfDs]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]): [[Wikipedia:Articles for deletion/Shinji Morita]],3045,2995,1257111070,1257211344
False,Mathglot,1731530062,5,Wikipedia talk:WikiProject Christianity/Noticeboard,/* Repair worksheet */ Fix a few numbers.,17383,17400,1257177965,1257211358
False,168.212.224.150,1731530055,0,Tiki-taka,/* Barcelona */,60512,60507,1245747078,1257211328
True,GreenC bot,1731530062,0,An Enemy of Fate,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],16354,16358,1244489529,1257211359
False,HappyWithWhatYouHaveToBeHappyWith,1731530063,0,Bluesky,/* Opening to general public */ grammar fix (on -> in),47847,47847,1257192250,1257211363
True,GreenC bot,1731530065,0,Angels and Monsters,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],3263,3266,1254134218,1257211373
True,GreenC bot,1731530063,0,Angel (Buffy the Vampire Slayer episode),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],15438,15469,1250799266,1257211368
False,Flibirigit,1731530067,0,International Ice Hockey Federation,/* Honors and awards */ adding [[Torriani Award]],43806,44739,1257210877,1257211378
True,Cewbot,1731530066,1,Talk:Merel Bechtold,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),284,273,1206213053,1257211374
True,GreenC bot,1731530066,0,Angels (The xx song),Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],17264,17260,1254773030,1257211379
True,Lowercase sigmabot III,1731530067,3,User talk:Aafi,Archiving 1 discussion(s) to [[User talk:Aafi/Archive 11]]) (bot,2499,1380,1256780352,1257211376
True,GreenC bot,1731530069,0,Anger Management (TV series),Move 3 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],30655,30665,1247474246,1257211388
True,Cewbot,1731530072,1,Talk:Shanice Beckford,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),296,285,1206215379,1257211394
True,Lowercase sigmabot III,1731530065,3,User talk:Aafi/Archive 11,Archiving 1 discussion(s) from [[User talk:Aafi]]) (bot,54730,55849,1256413348,1257211372
True,Cewbot,1731530069,1,Talk:Tibor Bedekovits,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),238,226,1206216068,1257211383
True,GreenC bot,1731530071,0,Angry Dad: The Movie,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],16184,16178,1248175242,1257211392
True,InceptionBot,1731530075,2,User:AlexNewArtBot/HorrorSearchResult,"most recent results, added 7, removed 5, total 82",33266,34259,1257025850,1257211416
True,GreenC bot,1731530081,0,Anna Howard Shaw Day,Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],30622,30622,1234404342,1257211442
True,InternetArchiveBot,1731530085,0,Gerry Ortega,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5) ([[User:Whoop whoop pull up|Whoop whoop pull up]] - 21722,35437,35653,1253467201,1257211457
True,AnomieBOT,1731530087,4,Wikipedia:WikiProject Deletion sorting/Karnataka/archive,Archiving closed XfDs from [[Wikipedia:WikiProject Deletion sorting/Karnataka]] ([[User:AnomieBOT/shutoff/DeletionSortingCleaner|errors?]]),36786,36943,1257111121,1257211462
True,Cewbot,1731530090,1,Talk:Friederike Becht,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1795,1783,1208307390,1257211465
False,Gemini.skywalker,1731530078,0,House of Assembly of Barbados,,10591,10607,1257209034,1257211428
True,Cewbot,1731530081,1,Talk:Stella Beck,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),277,265,1244026012,1257211438
True,GreenC bot,1731530083,0,AnnaLynne McCord,Move 2 urls. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]] per [[WP:URLREQ#avclub.com/articles]],25157,25128,1250928407,1257211446
